violation_id,caid,unit_id,issue_date,violation_category,cure_deadline,fine_amount,status,resolution_date
VL-0PHNUO4P2D0Z,CA-AZ-00000235,U-UKC8RO2SR2RR,2025-04-10,ARCHITECTURAL,2025-05-10,113.78,OPEN,
VL-62NWOVVBWDHS,CA-AZ-00000235,U-Z9T0UY9UXIL5,2025-02-06,LANDSCAPING,2025-03-08,86.54,HEARING_SCHEDULED,
VL-TTZSF248D1NN,CA-AZ-00000235,U-5X5IQ8KNJK5S,2025-06-03,ARCHITECTURAL,2025-07-03,110.03,CURED,2025-06-18
VL-ZLIXSXPXZAJQ,CA-AZ-00000235,U-ZN874CSNJ0YU,2024-02-23,PET,2024-03-24,193.85,CURED,2024-04-01
VL-GUN5UI1MB140,CA-AZ-00000235,U-0TTPM4R4X7J6,2025-06-22,PARKING,2025-07-22,258.65,CURED,2025-07-17
VL-7L1QZ8FJ97OI,CA-AZ-00000235,U-Z9T0UY9UXIL5,2025-02-08,LANDSCAPING,2025-03-10,22.56,CURED,2025-02-20
VL-FCVAY4DYJSSK,CA-CA-00000236,U-09C5XPRWVOJ8,2024-09-13,LANDSCAPING,2024-10-13,86.8,CURED,2024-09-24
VL-MZQDDNNJWEZI,CA-CA-00000236,U-Z6VOVBPW085F,2025-02-17,NOISE,2025-03-19,43.58,CURED,2025-04-15
VL-C6UYUPCQX6M7,CA-CA-00000236,U-UBSRD6KB0GZW,2024-09-22,NOISE,2024-10-22,88.65,DISMISSED,2024-11-06
VL-1MGDKU0GP10W,CA-CA-00000236,U-UXWANC17IQWY,2025-02-16,PARKING,2025-03-18,41.07,DISMISSED,2025-03-22
VL-0DW4U0W8SAKP,CA-CA-00000236,U-2PJA7EPCPCDI,2024-07-10,PARKING,2024-08-09,85.43,CURED,2024-08-12
VL-0MFJOR38XG9H,CA-CA-00000236,U-09C5XPRWVOJ8,2025-01-28,TRASH,2025-02-27,305.45,DISMISSED,2025-03-27
VL-MHPWH4VTZM0P,CA-CA-00000236,U-7QNIM41AEXD6,2025-03-30,PET,2025-04-29,41.42,CURED,2025-05-25
VL-GX0EXW8KXAWI,CA-CA-00000236,U-NBYXOKQULKOC,2024-06-01,PET,2024-07-01,83.11,CURED,2024-07-03
VL-64YW2LQTIF9Y,CA-CA-00000236,U-RIIKMRKENQO9,2024-09-25,TRASH,2024-10-25,70.72,CURED,2024-11-09
VL-E6VBW0FB0URD,CA-CA-00000236,U-6OFXUPQR3F69,2024-01-27,LANDSCAPING,2024-02-26,355.67,ESCALATED,
VL-KOOMW6ITXTZ6,CA-CA-00000236,U-YC2P3K0Y40KJ,2024-12-04,NOISE,2025-01-03,98.13,HEARING_SCHEDULED,
VL-5DU9UUSB3FLB,CA-CA-00000236,U-EM4NG2RQXC0W,2024-08-26,PARKING,2024-09-25,109.26,OPEN,
VL-FKF063Z3RBTP,CA-CA-00000236,U-7YRHZWGLEQFU,2024-09-01,PET,2024-10-01,167.99,DISMISSED,2024-10-20
VL-EZCKQVPKV3W0,CA-CA-00000236,U-K0L4X8P339JU,2025-02-12,ARCHITECTURAL,2025-03-14,62.02,DISMISSED,2025-04-08
VL-6G88PTT8KKTQ,CA-CA-00000236,U-Z6VOVBPW085F,2024-06-08,LANDSCAPING,2024-07-08,324.46,CURED,2024-06-30
VL-WW9SFITOWDQK,CA-CA-00000236,U-JJ1B3704SS7J,2024-03-29,OTHER,2024-04-28,311.8,FINED,
VL-DNFJHZC0GZUO,CA-CA-00000236,U-E5RYDQ6NB5TP,2024-06-17,PET,2024-07-17,192.86,OPEN,
VL-G2NDS6X1TAKN,CA-CA-00000236,U-LPYENK0HTJ2G,2024-11-04,OTHER,2024-12-04,72.82,CURED,2024-11-23
VL-ZI1D1LX8X3XS,CA-CA-00000236,U-Z05Z7NJU5WHF,2024-05-24,LANDSCAPING,2024-06-23,57.67,CURED,2024-07-02
VL-J3PL21QMEJM1,CA-CA-00000236,U-J4LSZ7UMQZKI,2025-06-20,OTHER,2025-07-20,56.76,HEARING_SCHEDULED,
VL-DU35M35Q0FNG,CA-CA-00000236,U-TZ873582YEK6,2024-10-09,ARCHITECTURAL,2024-11-08,114.32,CURED,2024-12-04
VL-HJ3GIZ66LOVV,CA-CA-00000236,U-LXV1Z6YB062H,2024-01-04,OTHER,2024-02-03,611.22,DISMISSED,2024-02-29
VL-ZR1JLBAZILX7,CA-CA-00000236,U-2PJA7EPCPCDI,2024-07-06,OTHER,2024-08-05,109.89,CURED,2024-07-31
VL-4SH5K034JLUH,CA-CA-00000236,U-JJG177O3B935,2025-04-16,LANDSCAPING,2025-05-16,170.56,FINED,
VL-D8D1DL5WEA5T,CA-CA-00000236,U-W26GLPPEAFHP,2024-04-12,PET,2024-05-12,100.09,FINED,
VL-SBSS8RY5XRBZ,CA-CA-00000236,U-6OFXUPQR3F69,2024-11-21,PARKING,2024-12-21,584.14,DISMISSED,2025-01-18
VL-Z7PN9G7PQ4H1,CA-CA-00000236,U-7YRHZWGLEQFU,2024-10-21,ARCHITECTURAL,2024-11-20,116.57,HEARING_SCHEDULED,
VL-JQOJRMN99KE9,CA-CA-00000236,U-E5RYDQ6NB5TP,2025-03-09,ARCHITECTURAL,2025-04-08,53.81,HEARING_SCHEDULED,
VL-BGMRMD1J7V5M,CA-CA-00000236,U-DAF13WTPUGCB,2025-06-13,NOISE,2025-07-13,28.29,CURED,2025-08-08
VL-2GYCZIABT2WX,CA-CA-00000237,U-2WZWOD8WUD3W,2024-11-20,PARKING,2024-12-20,323.6,HEARING_SCHEDULED,
VL-VSIEYZFH3JFN,CA-TX-00000238,U-07WFIBGFS6RI,2024-07-21,PARKING,2024-08-20,146.39,FINED,
VL-H0B1EJLYGH40,CA-TX-00000238,U-8W29KYOPHO16,2024-12-06,ARCHITECTURAL,2025-01-05,409.63,DISMISSED,2024-12-29
VL-332U9O24SJOL,CA-TX-00000238,U-KFAC1KYWW05E,2024-09-08,LANDSCAPING,2024-10-08,231.95,CURED,2024-10-19
VL-PSZ04O7UYI1G,CA-TX-00000238,U-WEKXHU0HLM2B,2024-11-16,ARCHITECTURAL,2024-12-16,66.01,CURED,2024-12-29
VL-EKD0BH0B1SV7,CA-TX-00000238,U-SCLE6BM6JICH,2025-04-06,LANDSCAPING,2025-05-06,127.97,OPEN,
VL-DE7IZF0NWX45,CA-TX-00000238,U-SMUWRKVQHHLK,2025-06-14,ARCHITECTURAL,2025-07-14,120.44,DISMISSED,2025-07-02
VL-AQXJGLQY2WCI,CA-TX-00000238,U-IWYVMXT9DIB8,2024-07-12,NOISE,2024-08-11,66.07,CURED,2024-08-04
VL-6Y0UYST9G83M,CA-TX-00000238,U-X7L832LF6KKC,2024-06-20,PARKING,2024-07-20,131.52,CURED,2024-07-14
VL-L28ICC98XHMI,CA-CA-00000239,U-86YCMCDF6C3X,2024-06-05,PARKING,2024-07-05,54.25,OPEN,
VL-YVD09GNCJNJV,CA-CA-00000239,U-E6SBF5NNK5PE,2025-02-28,NOISE,2025-03-30,93.16,CURED,2025-03-11
VL-YBQTM92A8ZS7,CA-CA-00000239,U-9JOEHWRHCTN5,2024-11-21,PARKING,2024-12-21,97.96,CURED,2024-12-19
VL-9430YZWQD0PH,CA-CA-00000239,U-AG28SLB0O30H,2024-04-05,NOISE,2024-05-05,247.09,CURED,2024-04-28
VL-DH854SG5X7AJ,CA-CA-00000239,U-3OZBWYDBZM3X,2024-01-18,NOISE,2024-02-17,159.23,OPEN,
VL-I12ZJ85SUQUX,CA-CA-00000239,U-31G2VPMLQJBR,2025-04-04,TRASH,2025-05-04,87.52,OPEN,
VL-BVHR91F2THIR,CA-CA-00000239,U-DBU542AGQ770,2024-04-20,LANDSCAPING,2024-05-20,89.18,CURED,2024-05-21
VL-QEFKPNBNAA40,CA-CA-00000240,U-VAQJG9G77RIC,2024-10-22,OTHER,2024-11-21,109.56,DISMISSED,2024-11-20
VL-D5C1XY3ICI0G,CA-CA-00000240,U-MPB9OZEK0VWJ,2024-01-19,TRASH,2024-02-18,84.47,CURED,2024-02-25
VL-KQBG2Z6JJI4S,CA-CA-00000240,U-VAQJG9G77RIC,2024-07-17,PARKING,2024-08-16,110.05,CURED,2024-07-27
VL-X1HE7PSKSLGJ,CA-CA-00000240,U-189Y36BM4KI4,2024-08-23,OTHER,2024-09-22,104.03,DISMISSED,2024-09-26
VL-STQM09P0N4XS,CA-CA-00000240,U-VJ7CDXJ99TDO,2024-11-29,PET,2024-12-29,100.03,CURED,2025-01-08
VL-W8U3BNGBF8M4,CA-CA-00000240,U-YRR41S6Q054S,2024-08-07,ARCHITECTURAL,2024-09-06,57.15,OPEN,
VL-NUKLU9HYZ5TQ,CA-CA-00000240,U-44FXTGER3EXT,2024-04-09,NOISE,2024-05-09,239.53,CURED,2024-04-30
VL-S0BQFFS5UVYZ,CA-CA-00000240,U-2453VDMNY071,2025-03-06,PARKING,2025-04-05,37.61,DISMISSED,2025-05-04
VL-AJODD01QKPSA,CA-CA-00000240,U-0D0XG6M2FUY7,2025-05-21,LANDSCAPING,2025-06-20,75.35,OPEN,
VL-AQH8HAW7TS2B,CA-CO-00000241,U-OHULVOY7VXAX,2024-09-12,NOISE,2024-10-12,686.39,CURED,2024-09-24
VL-UQW643S2Y6WP,CA-CO-00000241,U-KV9NJSJ6G3P2,2025-05-13,ARCHITECTURAL,2025-06-12,98.34,HEARING_SCHEDULED,
VL-4N4P70EOFGXS,CA-CO-00000241,U-QJDEVKVDPHFY,2024-04-26,ARCHITECTURAL,2024-05-26,161.73,DISMISSED,2024-05-25
VL-3IM8SEA83DIY,CA-CO-00000241,U-EKZFBMWW80PP,2025-03-10,TRASH,2025-04-09,136.71,HEARING_SCHEDULED,
VL-F8C28KKPTZF3,CA-IL-00000242,U-QEFAREZC1W9K,2024-02-02,OTHER,2024-03-03,117.29,OPEN,
VL-HH62Y34N1D8H,CA-IL-00000242,U-626M79WC4MR0,2024-01-11,ARCHITECTURAL,2024-02-10,205.79,CURED,2024-02-24
VL-VQXRRVYRAR16,CA-IL-00000242,U-P1L3VEUXEUI3,2025-06-16,PARKING,2025-07-16,81.48,HEARING_SCHEDULED,
VL-EX7T87H5GSDO,CA-IL-00000242,U-W0ZREEGFMCRB,2025-01-17,PARKING,2025-02-16,49.77,HEARING_SCHEDULED,
VL-PQGLF5J2C6ZN,CA-IL-00000242,U-R5GO5ZA97M7I,2024-03-26,PET,2024-04-25,81.32,CURED,2024-05-25
VL-FWBCBKJQOUMH,CA-IL-00000242,U-OAU6OI10MYAC,2024-09-11,PARKING,2024-10-11,65.43,DISMISSED,2024-10-20
VL-26ZAO0QLZOH3,CA-IL-00000242,U-626M79WC4MR0,2024-10-09,TRASH,2024-11-08,115.42,CURED,2024-11-24
VL-LXHMD9XIFKAZ,CA-IL-00000242,U-OAU6OI10MYAC,2024-08-25,ARCHITECTURAL,2024-09-24,34.28,DISMISSED,2024-09-23
VL-EFPYXNWAKFPR,CA-IL-00000242,U-PTD01N1191VG,2024-01-10,LANDSCAPING,2024-02-09,143.5,DISMISSED,2024-02-18
VL-COS1WSJCHHP5,CA-IL-00000242,U-MQQLS1WRAQBE,2024-06-18,OTHER,2024-07-18,75.76,ESCALATED,
VL-OY89XXCCDML0,CA-IL-00000242,U-R4V5GINQCAQO,2024-04-27,PET,2024-05-27,122.0,CURED,2024-05-22
VL-W6UZHV2YRE6I,CA-IL-00000242,U-NOYRWIA70JR7,2025-06-16,PARKING,2025-07-16,37.93,CURED,2025-07-03
VL-0R6F9QIJ5QL5,CA-IL-00000242,U-P1L3VEUXEUI3,2024-05-20,LANDSCAPING,2024-06-19,41.62,DISMISSED,2024-06-13
VL-WU3DJLLDGVQ3,CA-IL-00000242,U-ZY3W8EBJYVOZ,2025-01-06,NOISE,2025-02-05,122.66,CURED,2025-01-22
VL-FZFWGAM7RIVN,CA-IL-00000242,U-W0ZREEGFMCRB,2024-10-31,PARKING,2024-11-30,106.5,CURED,2024-12-30
VL-BQ3HB7OATQ54,CA-IL-00000242,U-KMDLEPN04RMJ,2025-03-18,LANDSCAPING,2025-04-17,67.31,CURED,2025-04-22
VL-E8ZOW40321CV,CA-IL-00000242,U-YDVRZAGFBG3W,2025-03-29,PARKING,2025-04-28,38.07,CURED,2025-05-24
VL-4AOTW6RLRME4,CA-IL-00000242,U-YDVRZAGFBG3W,2024-01-21,NOISE,2024-02-20,33.97,CURED,2024-02-25
VL-XGP1QRKQV9FO,CA-IL-00000242,U-NC4ZR3SGLCM9,2025-05-12,PET,2025-06-11,80.3,DISMISSED,2025-06-10
VL-GJY50PW7M0FV,CA-FL-00000243,U-8FTH62ISOJOH,2025-02-24,ARCHITECTURAL,2025-03-26,123.33,CURED,2025-03-20
VL-DQ78T7OHWGIY,CA-FL-00000243,U-YIEIH177MNMV,2024-09-28,PARKING,2024-10-28,217.67,OPEN,
VL-114YIUGCROOC,CA-FL-00000243,U-RI6JJKHD7CVB,2024-04-10,PET,2024-05-10,61.39,CURED,2024-05-13
VL-PWZPKQZXGRIJ,CA-FL-00000243,U-5F9AY2UCOY92,2025-04-21,PARKING,2025-05-21,31.11,CURED,2025-05-11
VL-QXTQHGD1OTVW,CA-FL-00000243,U-3JYPM79NTF72,2024-06-24,PET,2024-07-24,148.4,DISMISSED,2024-08-23
VL-BVDDRZ6F8MSF,CA-FL-00000243,U-VBS0R9U065G8,2024-09-27,ARCHITECTURAL,2024-10-27,233.47,CURED,2024-10-30
VL-LR98BWVCLP6K,CA-FL-00000243,U-F4HPXHCNG9W7,2024-04-20,ARCHITECTURAL,2024-05-20,136.27,CURED,2024-05-29
VL-SPPR42UA0047,CA-FL-00000243,U-94FKJABFG1DR,2025-02-18,NOISE,2025-03-20,209.45,CURED,2025-03-19
VL-BKNRZE3A0PVU,CA-FL-00000243,U-C4EACZ2DRQW6,2025-05-30,TRASH,2025-06-29,138.09,DISMISSED,2025-07-05
VL-YNV6Q6G0UEOC,CA-FL-00000243,U-89RKLVZPVR27,2024-05-21,ARCHITECTURAL,2024-06-20,107.15,CURED,2024-06-03
VL-B48SL5LTNNQT,CA-FL-00000243,U-G6ERMQ0Z0M2G,2024-10-26,PET,2024-11-25,71.51,HEARING_SCHEDULED,
VL-XW0ENBA8DIRD,CA-FL-00000243,U-G6ERMQ0Z0M2G,2025-03-09,PARKING,2025-04-08,80.64,OPEN,
VL-1OIFHN9W3P36,CA-FL-00000243,U-M6JCYGNE6QEK,2024-10-20,ARCHITECTURAL,2024-11-19,81.74,HEARING_SCHEDULED,
VL-NJ6X5SBEUN1C,CA-FL-00000243,U-2NLQI0REKML2,2025-06-22,LANDSCAPING,2025-07-22,129.75,CURED,2025-07-31
VL-BFT7OA7C8TE0,CA-FL-00000243,U-7DRQFD2PCASH,2024-04-27,ARCHITECTURAL,2024-05-27,43.72,CURED,2024-05-15
VL-AJLP5XGV5FKN,CA-FL-00000243,U-94FKJABFG1DR,2024-02-15,LANDSCAPING,2024-03-16,18.33,FINED,
VL-Y317U4GBXQRY,CA-IL-00000244,U-4E1UHNGY58FJ,2024-01-21,PET,2024-02-20,21.54,CURED,2024-02-04
VL-QPKP4PYTJ4G1,CA-IL-00000244,U-O9G6X57DA1L1,2025-03-04,LANDSCAPING,2025-04-03,206.42,CURED,2025-03-26
VL-YBUW4R9C8W17,CA-IL-00000244,U-LFDT0Q19M5BL,2024-04-24,OTHER,2024-05-24,355.16,DISMISSED,2024-05-04
VL-SLS5T5AQMW02,CA-IL-00000244,U-8ILCPMV8DEZ8,2024-07-07,ARCHITECTURAL,2024-08-06,140.94,FINED,
VL-OC1ZHPVO0OHH,CA-IL-00000244,U-U0KYMPTSQP2I,2024-03-26,LANDSCAPING,2024-04-25,49.96,DISMISSED,2024-05-06
VL-LTR1CIIAEI2W,CA-IL-00000244,U-V4A70D6QC196,2025-03-06,PET,2025-04-05,119.37,FINED,
VL-NZ2A2N3AD9X9,CA-IL-00000244,U-DHSYWVQ5TNEF,2024-02-10,TRASH,2024-03-11,35.06,DISMISSED,2024-02-20
VL-B84S703MSQC4,CA-IL-00000244,U-LFDT0Q19M5BL,2024-03-14,LANDSCAPING,2024-04-13,212.63,CURED,2024-04-08
VL-IZ5TM3D5XLQB,CA-IL-00000244,U-TAZER6X89KNT,2024-11-03,ARCHITECTURAL,2024-12-03,51.48,HEARING_SCHEDULED,
VL-6DG31WUENK3S,CA-CA-00000245,U-L0946LXWS62J,2024-05-19,ARCHITECTURAL,2024-06-18,19.99,CURED,2024-06-04
VL-D5YWAMA244HZ,CA-CA-00000245,U-B26IXSYYZRCJ,2024-09-02,ARCHITECTURAL,2024-10-02,123.25,CURED,2024-09-21
VL-Q3GZH9HG8WZC,CA-CA-00000245,U-3MVCYPJ6VW9N,2024-11-25,PET,2024-12-25,272.84,CURED,2025-01-20
VL-TW3O9C0KTS7X,CA-CA-00000246,U-CAVS1SFP7MK4,2024-10-05,PET,2024-11-04,51.41,DISMISSED,2024-11-10
VL-6LVTKL4O08XL,CA-CA-00000246,U-F0UXMYYE3XIY,2024-08-07,LANDSCAPING,2024-09-06,120.77,HEARING_SCHEDULED,
VL-4KI6W9UGIEWT,CA-CA-00000246,U-OT1J7LTLH00P,2024-03-12,OTHER,2024-04-11,29.53,CURED,2024-04-06
VL-KTQREQ2WGISX,CA-CA-00000246,U-GY883ZMA6BSY,2025-04-01,ARCHITECTURAL,2025-05-01,35.47,DISMISSED,2025-04-26
VL-NPK49JURQDMZ,CA-CA-00000246,U-F6P4YKDTLYQ8,2024-06-14,LANDSCAPING,2024-07-14,18.51,OPEN,
VL-2LZJYH4ZI661,CA-CA-00000246,U-AY29YN72TLBV,2024-11-29,LANDSCAPING,2024-12-29,179.06,ESCALATED,
VL-VE7ZHQ6J9YVR,CA-CA-00000246,U-9YD6Q6Q5RNCH,2024-04-16,TRASH,2024-05-16,151.07,CURED,2024-05-22
VL-H3SIA1JGNH0N,CA-CA-00000246,U-V77EO10VG1UK,2025-01-08,PARKING,2025-02-07,80.93,DISMISSED,2025-03-04
VL-L9NLTDBBU0DP,CA-CA-00000246,U-P1BIF8SMBFZP,2024-10-11,TRASH,2024-11-10,83.81,CURED,2024-11-26
VL-DM6SK8VPNIMD,CA-CA-00000247,U-V2VDQ48DVLYR,2024-08-13,NOISE,2024-09-12,41.33,CURED,2024-09-14
VL-9FZ50EIUA71X,CA-CA-00000247,U-R4REZPA5CVOJ,2024-08-10,LANDSCAPING,2024-09-09,93.7,DISMISSED,2024-09-27
VL-9H159ZOE38AY,CA-CA-00000247,U-LEIH7LO6D9L5,2025-03-09,ARCHITECTURAL,2025-04-08,62.04,HEARING_SCHEDULED,
VL-4RWPFEY3LEJ5,CA-CA-00000247,U-XC6RCE3KBIRO,2024-12-31,NOISE,2025-01-30,102.93,ESCALATED,
VL-TW6TD21T6K5A,CA-CA-00000247,U-KDUATCRHUGDQ,2025-05-03,PET,2025-06-02,179.36,DISMISSED,2025-06-12
VL-AXGPAGM1SFJ2,CA-WA-00000248,U-K6JWKDIRQX8I,2024-04-01,LANDSCAPING,2024-05-01,146.58,DISMISSED,2024-05-12
VL-6OD63PPP2T4O,CA-WA-00000248,U-MG7CJ8P80URA,2024-11-28,ARCHITECTURAL,2024-12-28,192.34,FINED,
VL-B1CPBKSPKN3U,CA-WA-00000248,U-Z5I00UUB55PS,2024-12-31,TRASH,2025-01-30,43.87,DISMISSED,2025-01-20
VL-RLUP1E17VC1C,CA-WA-00000248,U-Q8749XE1VXDA,2024-06-09,PET,2024-07-09,126.16,DISMISSED,2024-07-30
VL-37QG4RCHQGZA,CA-FL-00000249,U-LN6ICOPKMHL5,2025-06-16,LANDSCAPING,2025-07-16,23.64,CURED,2025-07-08
VL-7T2YRJBGLW4O,CA-FL-00000249,U-H4LNBFL3SI0V,2024-07-14,PARKING,2024-08-13,116.36,FINED,
VL-O86OHUUBT6Z2,CA-FL-00000249,U-WHBVJSFMW9FE,2025-06-04,NOISE,2025-07-04,210.49,CURED,2025-07-02
VL-GY9PYA3MQGY0,CA-FL-00000249,U-TYI5OCI9N8UG,2024-06-19,NOISE,2024-07-19,146.73,FINED,
VL-1KB7SG0CU9CX,CA-FL-00000249,U-R84AFFO71T6W,2024-04-04,NOISE,2024-05-04,97.97,CURED,2024-05-06
VL-GMX3AFAT1BGY,CA-FL-00000249,U-88EVM629NO0E,2024-11-29,PET,2024-12-29,94.7,CURED,2025-01-16
VL-3X6PQXJZMOGE,CA-FL-00000249,U-GUBWL370AZJB,2025-01-26,ARCHITECTURAL,2025-02-25,90.87,HEARING_SCHEDULED,
VL-OLO332BO7NE4,CA-FL-00000249,U-X50DCD2M4VZH,2024-11-14,NOISE,2024-12-14,117.65,ESCALATED,
VL-0FN3WJNWCKSI,CA-FL-00000249,U-JKD0W2030BXH,2024-08-01,TRASH,2024-08-31,101.13,CURED,2024-09-25
VL-XMKZNCA0OUCV,CA-TX-00000250,U-4ESXNATKRH7D,2024-05-27,TRASH,2024-06-26,76.64,ESCALATED,
VL-PJH8OT1Q9SE2,CA-TX-00000250,U-S567GG6QWM3W,2024-04-10,PARKING,2024-05-10,250.95,CURED,2024-05-21
VL-1RZUWQBC5REX,CA-TX-00000250,U-UX5C0RX73AJ1,2025-02-27,ARCHITECTURAL,2025-03-29,373.05,FINED,
VL-VF39NM0VTO3U,CA-TX-00000250,U-1Z0G8F6ZMLQO,2024-02-06,PARKING,2024-03-07,101.52,FINED,
VL-VTWNK9OOAGJW,CA-TX-00000250,U-XYB9F2KOLTHG,2024-09-23,OTHER,2024-10-23,79.49,CURED,2024-11-17
VL-87768DZGIOBH,CA-TX-00000250,U-48VJC27B5FD8,2024-09-30,PET,2024-10-30,533.78,CURED,2024-10-27
VL-H9P7QPAW8RQO,CA-TX-00000250,U-7YFVVYZZVV2H,2024-01-21,TRASH,2024-02-20,78.34,CURED,2024-02-24
VL-DVBQEZHRJ4E2,CA-TX-00000250,U-27Y8PVUW0FGE,2024-07-06,PET,2024-08-05,97.39,CURED,2024-08-29
VL-JVHMC1VCV6JG,CA-TX-00000250,U-RHBQZOK0BTCN,2025-02-08,PARKING,2025-03-10,355.35,DISMISSED,2025-03-20
VL-G2UGC83NWZAV,CA-TX-00000250,U-M7BPGMD13DKF,2025-02-18,NOISE,2025-03-20,182.06,CURED,2025-03-05
VL-Z95PSXVMPK2W,CA-TX-00000250,U-RGX6HVM4BNF5,2024-02-12,NOISE,2024-03-13,161.38,OPEN,
VL-DZ7OYEO1LJZ4,CA-TX-00000250,U-1B8Y7O2IM44A,2025-03-25,PARKING,2025-04-24,58.53,DISMISSED,2025-04-21
VL-RYCN170GX9M9,CA-TX-00000250,U-U1JLB3WVKDNK,2025-03-04,LANDSCAPING,2025-04-03,145.19,DISMISSED,2025-04-08
VL-3TOD9TP5WUJE,CA-TX-00000250,U-0VAAX73U3NEI,2024-04-12,ARCHITECTURAL,2024-05-12,270.89,HEARING_SCHEDULED,
VL-1LCPSMTZPJGQ,CA-TX-00000250,U-RGX6HVM4BNF5,2024-04-14,PET,2024-05-14,143.26,DISMISSED,2024-05-11
VL-LATNSR59EOTG,CA-FL-00000251,U-XEMTWKUEAPWR,2024-10-14,OTHER,2024-11-13,550.2,CURED,2024-10-24
VL-TPEG4G28TFHV,CA-FL-00000251,U-K09NWNWI6JY4,2025-02-10,PARKING,2025-03-12,72.27,OPEN,
VL-PDY7C03ODO9H,CA-TX-00000252,U-73K8RT6U1CCX,2024-03-17,PARKING,2024-04-16,287.71,CURED,2024-05-11
VL-VAVOXTZ2YO57,CA-TX-00000252,U-CNVFRL4T8QFM,2024-09-21,OTHER,2024-10-21,113.36,FINED,
VL-DNPTEXJHFFT4,CA-TX-00000252,U-AMIEOKQIMPDC,2024-03-23,PET,2024-04-22,97.4,ESCALATED,
VL-WQ66G82M0HHD,CA-TX-00000252,U-NNDK5VXRYPR1,2024-04-19,LANDSCAPING,2024-05-19,64.85,CURED,2024-05-01
VL-WB6QL7AP7525,CA-TX-00000252,U-E4WWOPZQVARJ,2024-09-27,PET,2024-10-27,315.28,CURED,2024-11-08
VL-YGOQINIX52QB,CA-TX-00000252,U-XQ8AIC1PFS6B,2024-07-25,PARKING,2024-08-24,524.35,FINED,
VL-Z4F9AY9XFC9K,CA-TX-00000252,U-VNYBOKMY5TUJ,2024-10-17,TRASH,2024-11-16,61.38,ESCALATED,
VL-PCJGURQ8M5FM,CA-TX-00000252,U-DG59ITNRMGN7,2024-12-01,ARCHITECTURAL,2024-12-31,108.4,DISMISSED,2024-12-30
VL-DIHT8NOH8FRL,CA-TX-00000252,U-BU32KG7EFPTS,2025-04-15,NOISE,2025-05-15,202.9,CURED,2025-05-13
VL-55UGBMC3M8TV,CA-TX-00000252,U-JE6H6B2HF5QQ,2024-03-20,ARCHITECTURAL,2024-04-19,94.63,CURED,2024-05-08
VL-W1Y5IDG2NYI5,CA-TX-00000252,U-KRAY9Z63JCVG,2024-07-26,NOISE,2024-08-25,176.21,CURED,2024-09-20
VL-DRGGYKIEX7PP,CA-TX-00000252,U-QUJWOYGH5LRU,2025-04-28,PET,2025-05-28,55.19,CURED,2025-05-29
VL-K9QXZYDBHVOY,CA-TX-00000252,U-41ZFZYKZQY4I,2025-02-27,NOISE,2025-03-29,48.35,CURED,2025-03-31
VL-OJC4F5FFKRY2,CA-TX-00000252,U-41ZFZYKZQY4I,2024-11-30,NOISE,2024-12-30,130.04,CURED,2025-01-11
VL-FL9WN4RKDWOL,CA-TX-00000252,U-EA6T6PPYXR8P,2025-01-18,NOISE,2025-02-17,70.28,CURED,2025-01-31
VL-7C48XDDXEFWI,CA-TX-00000252,U-O53WDM3BLM5K,2025-02-06,PARKING,2025-03-08,133.74,CURED,2025-04-05
VL-FW5T3UV50AJY,CA-TX-00000252,U-5W2CRB4K2C4A,2024-11-16,NOISE,2024-12-16,69.58,CURED,2024-12-28
VL-6A0OQAGKB1V1,CA-TX-00000252,U-SVXC0FOOIHZ2,2025-02-26,ARCHITECTURAL,2025-03-28,45.81,CURED,2025-03-19
VL-OW1TMX5UUJX1,CA-TX-00000252,U-3N53ZBG3W7IM,2024-05-01,NOISE,2024-05-31,163.58,CURED,2024-06-07
VL-5D4FQFGM50PV,CA-TX-00000252,U-EA6T6PPYXR8P,2024-09-12,PET,2024-10-12,134.36,OPEN,
VL-KN3IYFJIBPC4,CA-TX-00000252,U-O53WDM3BLM5K,2024-02-14,PET,2024-03-15,107.37,HEARING_SCHEDULED,
VL-6YHB91Q8QCUD,CA-TX-00000252,U-QE061Q7E4XXJ,2025-06-18,PARKING,2025-07-18,14.22,DISMISSED,2025-07-08
VL-2XWRKR3YGH91,CA-TX-00000252,U-M612ZQOJWY53,2024-02-01,LANDSCAPING,2024-03-02,255.25,CURED,2024-02-24
VL-X080E7AL4HOT,CA-TX-00000252,U-E4WWOPZQVARJ,2025-05-04,PARKING,2025-06-03,14.76,CURED,2025-06-14
VL-DEFT5AJB4U04,CA-TX-00000252,U-GXQM5NEGMT9Y,2024-11-22,OTHER,2024-12-22,70.39,CURED,2025-01-14
VL-8U82HDRYP10H,CA-TX-00000252,U-I4E3J7EVQ563,2024-02-12,OTHER,2024-03-13,199.72,DISMISSED,2024-03-22
VL-Z9XR4XS6WD7Y,CA-TX-00000252,U-03V9SQQ8WII5,2025-01-30,NOISE,2025-03-01,87.92,CURED,2025-02-26
VL-H3PEMS87PMHD,CA-TX-00000252,U-GMPCPI5SDMAN,2024-08-22,OTHER,2024-09-21,86.81,CURED,2024-09-16
VL-D7QFVANJFIC2,CA-TX-00000252,U-CNVFRL4T8QFM,2024-07-10,PET,2024-08-09,67.16,CURED,2024-09-04
VL-8AGNSIIWUIG3,CA-FL-00000253,U-KJE15CAI839H,2025-05-06,LANDSCAPING,2025-06-05,34.82,OPEN,
