work_order_id,caid,unit_id,created_date,category,priority,status,estimated_cost,actual_cost,completion_date,deferred_days
WO-67BM71BMW56T,CA-TX-00000232,,2024-09-23,LANDSCAPING,MEDIUM,COMPLETED,2462.52,5092.44,2024-10-06,13
WO-YN3YT6RZMZX5,CA-TX-00000232,,2024-09-01,LANDSCAPING,MEDIUM,COMPLETED,10935.05,6367.58,2024-09-16,15
WO-OPIPDCTM7POE,CA-TX-00000232,,2024-10-04,LANDSCAPING,LOW,COMPLETED,3263.26,1249.87,2024-10-05,1
WO-5OZU98YZTAGQ,CA-TX-00000232,,2024-10-12,GENERAL,LOW,COMPLETED,12459.15,8301.18,2024-10-18,6
WO-SYF5HQUOCT4I,CA-TX-00000232,,2024-11-08,ELECTRICAL,HIGH,COMPLETED,11389.7,8093.57,2024-11-10,2
WO-VTIBRJHG6495,CA-TX-00000232,,2024-11-28,ELECTRICAL,MEDIUM,COMPLETED,2846.99,10782.95,2024-12-01,3
WO-EKQ50SGCDZUA,CA-TX-00000232,,2024-11-08,LANDSCAPING,LOW,COMPLETED,2674.55,5235.47,2024-11-15,7
WO-94G9DVA4TFKY,CA-TX-00000232,,2024-11-19,HVAC,MEDIUM,COMPLETED,14253.21,10762.91,2024-12-10,21
WO-PXHB0J22YLLU,CA-TX-00000232,,2024-12-07,HVAC,MEDIUM,COMPLETED,14254.89,8168.29,2024-12-28,21
WO-QL1RUDENQUE4,CA-TX-00000232,,2024-12-18,GENERAL,LOW,COMPLETED,9659.83,3591.59,2024-12-26,8
WO-L1KQS9BB1XCI,CA-TX-00000232,,2025-01-25,PLUMBING,LOW,COMPLETED,6889.91,2065.01,2025-02-04,10
WO-HTIP7D1T970Q,CA-TX-00000232,,2025-02-25,STRUCTURAL,LOW,OPEN,4631.44,,,63
WO-FU2IUQSWT8V3,CA-TX-00000232,,2025-02-23,LANDSCAPING,EMERGENCY,COMPLETED,13108.0,4853.11,2025-03-03,8
WO-PSUXK59V9UHI,CA-TX-00000232,,2025-02-18,GENERAL,HIGH,COMPLETED,10902.39,9194.07,2025-02-22,4
WO-7B7EXKUT6I6E,CA-TX-00000232,,2025-04-28,ROOFING,LOW,COMPLETED,11892.11,4540.77,2025-05-18,20
WO-3GLZR0P1OPAI,CA-TX-00000232,,2025-04-27,ROOFING,MEDIUM,OPEN,7955.39,,,74
WO-VKHHOU6QJ9BY,CA-TX-00000232,,2025-04-27,LANDSCAPING,LOW,OPEN,1434.75,,,55
WO-8C0ZQV8MFP67,CA-TX-00000232,,2025-05-05,GENERAL,MEDIUM,COMPLETED,1533.76,803.32,2025-05-14,9
WO-L6SQEAQ0Q7KF,CA-TX-00000232,,2025-05-25,ELEVATOR,MEDIUM,DEFERRED,14133.13,,,31
WO-VHYBY797ES5J,CA-TX-00000232,,2025-05-08,PLUMBING,MEDIUM,COMPLETED,11646.31,7735.87,2025-05-24,16
WO-UN83OI46TA6E,CA-TX-00000232,,2025-05-26,ELECTRICAL,MEDIUM,DEFERRED,14580.09,,,71
WO-Q4D67SUT2J8D,CA-TX-00000233,,2024-01-12,GENERAL,HIGH,COMPLETED,10962.89,2970.05,2024-01-31,19
WO-9RJIC2TNLW9U,CA-TX-00000233,,2024-02-15,ELEVATOR,MEDIUM,DEFERRED,14561.15,,,24
WO-VOU1EI22YLZB,CA-TX-00000233,,2024-02-13,GENERAL,LOW,COMPLETED,10291.32,2858.32,2024-02-25,12
WO-J88J7R413IS3,CA-TX-00000233,,2024-05-20,ELEVATOR,LOW,COMPLETED,7097.41,10552.4,2024-05-22,2
WO-8L2NAVXGIOPX,CA-TX-00000233,,2024-07-18,LANDSCAPING,MEDIUM,COMPLETED,3488.56,1684.58,2024-07-24,6
WO-BZFCS1BB2A8T,CA-TX-00000233,,2024-08-01,PLUMBING,MEDIUM,COMPLETED,6973.99,7135.29,2024-08-02,1
WO-902G8PM052L9,CA-TX-00000233,,2024-09-02,PLUMBING,LOW,COMPLETED,7684.79,8616.2,2024-09-09,7
WO-3K81L7PM1CUK,CA-TX-00000233,,2024-11-22,PLUMBING,MEDIUM,OPEN,2115.4,,,115
WO-I342IFV38CH6,CA-TX-00000233,,2024-12-28,GENERAL,MEDIUM,COMPLETED,8697.9,9151.36,2025-01-15,18
WO-QS7YGGYQLFLH,CA-TX-00000233,,2025-01-12,ELECTRICAL,MEDIUM,COMPLETED,4886.75,9300.39,2025-01-21,9
WO-ND11YB66YNKX,CA-TX-00000233,,2025-02-08,ELECTRICAL,HIGH,COMPLETED,5869.0,853.92,2025-02-16,8
WO-NQ1733OU70U0,CA-TX-00000233,,2025-03-09,PLUMBING,LOW,COMPLETED,13136.8,7312.47,2025-03-11,2
WO-7ZBA5BJKD2LV,CA-TX-00000233,,2025-03-07,LANDSCAPING,MEDIUM,COMPLETED,2114.05,3911.77,2025-03-22,15
WO-CQGZHP3FLC3O,CA-TX-00000233,,2025-04-09,STRUCTURAL,MEDIUM,COMPLETED,5246.14,8645.03,2025-04-10,1
WO-GXWDX9S6SGBH,CA-TX-00000233,,2025-04-16,PLUMBING,LOW,COMPLETED,4409.35,6730.55,2025-04-30,14
WO-9N71N2LMY73S,CA-TX-00000233,,2025-06-25,STRUCTURAL,LOW,COMPLETED,5250.21,6460.52,2025-06-29,4
WO-47HPHRDD0ZGM,CA-TX-00000233,,2025-06-11,HVAC,LOW,COMPLETED,5633.3,5411.88,2025-06-25,14
WO-IDDLS2ODDJHN,CA-AZ-00000234,,2024-01-08,LANDSCAPING,LOW,COMPLETED,12484.33,7820.92,2024-01-10,2
WO-WKF2CAZG83JE,CA-AZ-00000234,,2024-02-16,LANDSCAPING,MEDIUM,OPEN,6919.23,,,15
WO-6MI02AUVTEYR,CA-AZ-00000234,,2024-09-14,HVAC,EMERGENCY,COMPLETED,2089.88,1504.06,2024-10-05,21
WO-9ZQ5RCWYOVZJ,CA-AZ-00000234,,2024-12-23,ROOFING,LOW,COMPLETED,1623.76,413.56,2025-01-11,19
WO-M2KXYWA61XRR,CA-AZ-00000234,,2025-02-14,ELECTRICAL,MEDIUM,COMPLETED,3631.8,479.74,2025-03-06,20
WO-7XSX5K5WKLF6,CA-AZ-00000234,,2025-02-08,HVAC,HIGH,COMPLETED,8899.5,9172.54,2025-02-24,16
WO-8P6XQTCQN2KJ,CA-AZ-00000234,,2025-03-26,STRUCTURAL,MEDIUM,COMPLETED,9955.58,4073.85,2025-04-11,16
WO-X5WOWR0ZRVFT,CA-AZ-00000234,,2025-04-14,PLUMBING,LOW,COMPLETED,13597.32,2428.78,2025-04-30,16
WO-59RG2S3MC6P9,CA-AZ-00000234,,2025-05-14,LANDSCAPING,HIGH,DEFERRED,6225.42,,,42
WO-9AI3ULWCRMOL,CA-AZ-00000234,,2025-05-04,PLUMBING,LOW,COMPLETED,5953.32,7275.29,2025-05-09,5
WO-1QL3N0ECXD4E,CA-AZ-00000235,,2024-01-26,HVAC,HIGH,COMPLETED,1223.69,8020.11,2024-02-16,21
WO-0AVT6DFFCJ1M,CA-AZ-00000235,,2024-02-04,PLUMBING,LOW,COMPLETED,2548.2,11815.11,2024-02-09,5
WO-CT8LN4UIUBT9,CA-AZ-00000235,,2024-03-01,PLUMBING,LOW,COMPLETED,14408.97,851.11,2024-03-08,7
WO-ZPVZDYELBDX2,CA-AZ-00000235,,2024-04-20,PLUMBING,HIGH,COMPLETED,14291.17,4069.14,2024-04-26,6
WO-DKZG4RGMF5FQ,CA-AZ-00000235,,2024-04-07,ELECTRICAL,HIGH,DEFERRED,7826.66,,,46
WO-8BD4UC1V16K8,CA-AZ-00000235,,2024-05-26,ELECTRICAL,MEDIUM,COMPLETED,12962.27,10563.08,2024-06-12,17
WO-7N2Q4HHUADUO,CA-AZ-00000235,,2024-06-17,LANDSCAPING,MEDIUM,COMPLETED,14870.34,4110.03,2024-07-01,14
WO-9OLIQ9OFU77X,CA-AZ-00000235,,2024-08-21,ELECTRICAL,MEDIUM,COMPLETED,11938.28,11634.26,2024-09-05,15
WO-8STMNOBWU71U,CA-AZ-00000235,,2024-09-28,LANDSCAPING,LOW,COMPLETED,4001.9,9024.14,2024-10-11,13
WO-R7XGU6CX0H81,CA-AZ-00000235,,2024-09-12,PLUMBING,MEDIUM,COMPLETED,5570.61,8026.63,2024-09-14,2
WO-8ZKS8L17GNXX,CA-AZ-00000235,,2024-10-28,HVAC,MEDIUM,COMPLETED,547.53,702.2,2024-11-04,7
WO-UTKK66UWP3AD,CA-AZ-00000235,,2024-11-09,ELECTRICAL,LOW,COMPLETED,329.38,2671.54,2024-11-24,15
WO-59IC68XIG0SS,CA-AZ-00000235,,2024-12-12,ELEVATOR,LOW,DEFERRED,12377.53,,,71
WO-QCXC257J1XFS,CA-AZ-00000235,,2025-01-19,LANDSCAPING,MEDIUM,COMPLETED,1956.44,5225.78,2025-01-20,1
WO-WL4A5MG51CVX,CA-AZ-00000235,,2025-02-03,HVAC,LOW,DEFERRED,9949.0,,,41
WO-3KJQLXHAGR6I,CA-AZ-00000235,,2025-03-08,ROOFING,LOW,COMPLETED,12750.28,6274.08,2025-03-23,15
WO-VUVQOO6IBCHI,CA-AZ-00000235,,2025-04-25,GENERAL,EMERGENCY,COMPLETED,8009.74,7507.76,2025-05-05,10
WO-ZNKUV1PM0IFX,CA-AZ-00000235,,2025-06-27,LANDSCAPING,MEDIUM,COMPLETED,11939.8,8949.2,2025-07-01,4
WO-CHR39NMANG72,CA-CA-00000236,,2024-02-13,ELECTRICAL,LOW,COMPLETED,9618.31,1446.53,2024-02-23,10
WO-8MFEZLYI8XLR,CA-CA-00000236,,2024-02-27,LANDSCAPING,MEDIUM,DEFERRED,11745.84,,,92
WO-MZ3O480SLXT6,CA-CA-00000236,,2024-02-25,LANDSCAPING,LOW,COMPLETED,6110.69,10929.97,2024-03-11,15
WO-8TH4PRFJNQN9,CA-CA-00000236,,2024-02-04,ELECTRICAL,LOW,OPEN,10079.19,,,99
WO-SXFBDS9WTGV9,CA-CA-00000236,,2024-02-25,PLUMBING,LOW,COMPLETED,1768.56,6648.9,2024-03-09,13
WO-HQAD8VP1TU1T,CA-CA-00000236,,2024-02-27,ELEVATOR,MEDIUM,DEFERRED,10644.18,,,39
WO-6OIA2BPPUCK0,CA-CA-00000236,,2024-03-25,HVAC,HIGH,OPEN,14928.53,,,170
WO-AWQ7CZB3UJ5A,CA-CA-00000236,,2024-03-11,ROOFING,MEDIUM,OPEN,12598.12,,,169
WO-P199FKXXC4N5,CA-CA-00000236,,2024-03-03,GENERAL,MEDIUM,OPEN,10313.03,,,53
WO-DUG2KKELFBJE,CA-CA-00000236,,2024-03-07,GENERAL,MEDIUM,DEFERRED,6490.74,,,61
WO-5XNRDIDJLAMP,CA-CA-00000236,,2024-03-01,LANDSCAPING,HIGH,DEFERRED,13730.65,,,132
WO-5DYZTGNT1W0L,CA-CA-00000236,,2024-03-23,ELECTRICAL,EMERGENCY,OPEN,10804.62,,,16
WO-F7XTT1EIJ44D,CA-CA-00000236,,2024-04-05,GENERAL,HIGH,COMPLETED,11177.85,5677.54,2024-04-16,11
WO-77XKCA83UUXC,CA-CA-00000236,,2024-04-03,GENERAL,EMERGENCY,COMPLETED,13193.35,5036.48,2024-04-13,10
WO-160IFS4SYEUO,CA-CA-00000236,,2024-04-26,LANDSCAPING,MEDIUM,OPEN,3540.17,,,158
WO-PYACNXAUJSUR,CA-CA-00000236,,2024-04-06,PLUMBING,HIGH,COMPLETED,9277.47,6427.87,2024-04-27,21
WO-53BIMDWZUD2Q,CA-CA-00000236,,2024-05-10,ROOFING,MEDIUM,COMPLETED,14108.29,7462.16,2024-05-17,7
WO-41XAXUVN1IWB,CA-CA-00000236,,2024-05-11,PLUMBING,MEDIUM,DEFERRED,6931.9,,,73
WO-9LXHC39AQ5TT,CA-CA-00000236,,2024-05-08,HVAC,MEDIUM,DEFERRED,11459.53,,,16
WO-CVX9RSPLWZCU,CA-CA-00000236,,2024-05-04,ELECTRICAL,MEDIUM,DEFERRED,6554.56,,,52
WO-28V94BLB3XA3,CA-CA-00000236,,2024-05-23,ELEVATOR,MEDIUM,DEFERRED,14631.69,,,34
WO-CT5WEOQ6T6JN,CA-CA-00000236,,2024-05-04,LANDSCAPING,LOW,COMPLETED,10679.93,8426.92,2024-05-12,8
WO-J59OI7TSWDDZ,CA-CA-00000236,,2024-05-04,ELECTRICAL,LOW,OPEN,12830.13,,,71
WO-LSQUF5MZITM7,CA-CA-00000236,,2024-06-21,GENERAL,MEDIUM,OPEN,14931.88,,,24
WO-RUFLT5LJXK4A,CA-CA-00000236,,2024-06-19,ROOFING,HIGH,COMPLETED,9908.13,10565.83,2024-06-29,10
WO-8O9UIHS1LBJE,CA-CA-00000236,,2024-06-16,LANDSCAPING,HIGH,COMPLETED,13022.13,4802.67,2024-07-06,20
WO-7J2SAV2IP0GB,CA-CA-00000236,,2024-08-21,HVAC,MEDIUM,COMPLETED,7271.74,11204.25,2024-09-03,13
WO-MHT8MJ9QZS0H,CA-CA-00000236,,2024-08-28,LANDSCAPING,MEDIUM,COMPLETED,6976.57,5094.7,2024-09-10,13
WO-4VOUPQTYNI3C,CA-CA-00000236,,2024-08-05,STRUCTURAL,MEDIUM,COMPLETED,14034.19,1022.16,2024-08-12,7
WO-MLHS45V17SQF,CA-CA-00000236,,2024-08-10,GENERAL,EMERGENCY,COMPLETED,11909.24,2789.69,2024-08-28,18
WO-WJR6R51UIALM,CA-CA-00000236,,2024-08-03,ROOFING,LOW,COMPLETED,4300.47,460.39,2024-08-19,16
WO-IZ05UDNHZDO6,CA-CA-00000236,,2024-08-27,HVAC,LOW,COMPLETED,13235.78,234.83,2024-09-05,9
WO-HEJLENCN9C51,CA-CA-00000236,,2024-08-06,STRUCTURAL,MEDIUM,COMPLETED,13651.62,9940.1,2024-08-27,21
WO-9J93JOKP9YPC,CA-CA-00000236,,2024-08-10,LANDSCAPING,MEDIUM,OPEN,14284.74,,,39
WO-4ZZNS35HK2L0,CA-CA-00000236,,2024-09-16,GENERAL,HIGH,OPEN,3196.68,,,54
WO-Y3O0PWEXGY9C,CA-CA-00000236,,2024-09-02,HVAC,LOW,COMPLETED,11763.47,5811.31,2024-09-09,7
WO-N56RML8Y8ZVR,CA-CA-00000236,,2024-09-27,LANDSCAPING,MEDIUM,COMPLETED,3548.2,2929.3,2024-10-15,18
WO-2U0O5Y2JIOFB,CA-CA-00000236,,2024-09-10,GENERAL,HIGH,OPEN,13581.27,,,23
WO-MXLQ73DDTYUQ,CA-CA-00000236,,2024-09-19,PLUMBING,LOW,COMPLETED,870.75,1183.35,2024-10-05,16
WO-M770QZS910KW,CA-CA-00000236,,2024-10-11,GENERAL,MEDIUM,COMPLETED,1939.41,3674.52,2024-10-18,7
WO-CPCAH9BJ1NG9,CA-CA-00000236,,2024-10-25,PLUMBING,MEDIUM,COMPLETED,6229.45,2978.23,2024-11-09,15
WO-920L9YHQZTQ6,CA-CA-00000236,,2024-11-18,GENERAL,MEDIUM,COMPLETED,11581.84,7237.78,2024-12-07,19
WO-3F6BGMORM4NO,CA-CA-00000236,,2024-11-16,PLUMBING,MEDIUM,COMPLETED,11850.49,7877.64,2024-11-17,1
WO-5808HHKP1GBP,CA-CA-00000236,,2024-11-08,ELEVATOR,MEDIUM,COMPLETED,7043.01,8927.22,2024-11-16,8
WO-XDG4NKTZAAR8,CA-CA-00000236,,2024-12-28,LANDSCAPING,MEDIUM,DEFERRED,14471.7,,,73
WO-TZK73JJTZPB1,CA-CA-00000236,,2024-12-09,GENERAL,MEDIUM,COMPLETED,4229.04,10069.72,2024-12-23,14
WO-P045PF57SWRP,CA-CA-00000236,,2024-12-09,STRUCTURAL,LOW,OPEN,12872.96,,,28
WO-Z8LO312M8WN7,CA-CA-00000236,,2025-01-10,PLUMBING,LOW,COMPLETED,2993.02,8787.04,2025-01-23,13
WO-DGDPVIAWTWPF,CA-CA-00000236,,2025-01-11,LANDSCAPING,MEDIUM,DEFERRED,3281.8,,,124
WO-2JW8RMJR1IZ3,CA-CA-00000236,,2025-01-20,ELECTRICAL,LOW,COMPLETED,922.2,7080.42,2025-02-07,18
WO-4PXDMJFUGXC1,CA-CA-00000236,,2025-01-06,LANDSCAPING,MEDIUM,COMPLETED,6473.52,10019.76,2025-01-24,18
WO-S18CL6BZK6A3,CA-CA-00000236,,2025-01-01,GENERAL,LOW,COMPLETED,4900.06,11027.09,2025-01-14,13
WO-TEU3HWWBAC8A,CA-CA-00000236,,2025-01-23,PLUMBING,LOW,DEFERRED,13838.17,,,104
WO-OKZOW2Z8QDDK,CA-CA-00000236,,2025-01-24,ELECTRICAL,MEDIUM,COMPLETED,9802.09,4531.4,2025-02-04,11
WO-QZXF5Z7CXVK9,CA-CA-00000236,,2025-01-03,ELEVATOR,MEDIUM,COMPLETED,8228.29,6333.83,2025-01-04,1
WO-5SBDI8YMH4SL,CA-CA-00000236,,2025-01-02,HVAC,HIGH,COMPLETED,12183.62,5532.35,2025-01-14,12
WO-AWDYK6JLYUKT,CA-CA-00000236,,2025-02-27,GENERAL,LOW,COMPLETED,14599.84,7067.38,2025-03-01,2
WO-90MP75I8P8Q1,CA-CA-00000236,,2025-02-19,ELECTRICAL,EMERGENCY,OPEN,2568.88,,,183
WO-U6SYHRFM1EMT,CA-CA-00000236,,2025-02-15,PLUMBING,LOW,DEFERRED,3478.42,,,45
WO-LSDGZWWQKUWS,CA-CA-00000236,,2025-02-06,ROOFING,LOW,COMPLETED,8127.9,8692.9,2025-02-17,11
WO-XQ4UJ7DTMZNT,CA-CA-00000236,,2025-02-02,LANDSCAPING,LOW,OPEN,13067.24,,,53
WO-E8ERXOUYP6UN,CA-CA-00000236,,2025-03-04,HVAC,LOW,COMPLETED,4567.7,750.07,2025-03-15,11
WO-HGBKONQIWQ7V,CA-CA-00000236,,2025-03-02,HVAC,LOW,COMPLETED,3548.45,8802.59,2025-03-23,21
WO-4IOAR439WK2L,CA-CA-00000236,,2025-03-24,ELECTRICAL,MEDIUM,OPEN,8854.54,,,95
WO-KR7CP2O6PZJ7,CA-CA-00000236,,2025-03-05,HVAC,MEDIUM,OPEN,7003.09,,,90
WO-YYZPHJ3BCPUK,CA-CA-00000236,,2025-03-05,STRUCTURAL,EMERGENCY,DEFERRED,12425.13,,,37
WO-7NJ7E7PHICKC,CA-CA-00000236,,2025-04-02,LANDSCAPING,MEDIUM,COMPLETED,8083.65,6564.66,2025-04-19,17
WO-BFH24G0XBX3F,CA-CA-00000236,,2025-04-03,HVAC,MEDIUM,COMPLETED,1565.97,3110.87,2025-04-17,14
WO-0GUWWY3N77KS,CA-CA-00000236,,2025-04-17,GENERAL,HIGH,COMPLETED,3742.21,7080.84,2025-05-05,18
WO-R5EOC41LR2FT,CA-CA-00000236,,2025-04-19,HVAC,HIGH,COMPLETED,1032.14,10927.93,2025-05-09,20
WO-WYFHBBF7IERO,CA-CA-00000236,,2025-05-26,GENERAL,HIGH,OPEN,7844.86,,,96
WO-PZSFQF993QLX,CA-CA-00000236,,2025-05-22,ELECTRICAL,LOW,DEFERRED,6140.46,,,39
WO-X6YA7QYZTV0M,CA-CA-00000236,,2025-05-25,ROOFING,MEDIUM,COMPLETED,4462.87,5238.07,2025-06-11,17
WO-UFEFQVFHM25J,CA-CA-00000236,,2025-05-02,GENERAL,MEDIUM,COMPLETED,6592.67,7669.36,2025-05-09,7
WO-T0JMR27PNXTF,CA-CA-00000236,,2025-05-26,HVAC,MEDIUM,DEFERRED,10717.18,,,15
WO-H22LSI04W7H9,CA-CA-00000236,,2025-05-23,STRUCTURAL,LOW,DEFERRED,13516.85,,,46
WO-2C4A70TOKK88,CA-CA-00000236,,2025-06-06,STRUCTURAL,MEDIUM,COMPLETED,11362.49,9068.34,2025-06-10,4
WO-XFQS78CV3RCC,CA-CA-00000236,,2025-06-20,GENERAL,MEDIUM,OPEN,6053.66,,,231
WO-ONWQVHJWJZEX,CA-CA-00000236,,2025-06-04,PLUMBING,MEDIUM,COMPLETED,5852.49,11426.04,2025-06-18,14
WO-DQZ2R7MLE4E6,CA-CA-00000236,,2025-06-28,PLUMBING,LOW,COMPLETED,11480.31,6819.11,2025-07-09,11
WO-W0UMMG0FJ7CE,CA-CA-00000236,,2025-06-03,PLUMBING,MEDIUM,OPEN,14419.95,,,20
WO-9X1FPYVNHQZW,CA-CA-00000236,,2025-06-02,GENERAL,LOW,COMPLETED,14964.44,2326.82,2025-06-22,20
WO-P79BZ8P41EUG,CA-CA-00000237,,2024-03-20,ELECTRICAL,MEDIUM,COMPLETED,279.32,6575.24,2024-04-02,13
WO-I7YBI8B2G6GV,CA-CA-00000237,,2024-03-21,HVAC,LOW,COMPLETED,2260.57,589.76,2024-03-30,9
WO-ZF9V76NV2EKN,CA-CA-00000237,,2024-04-22,GENERAL,MEDIUM,COMPLETED,13518.79,9608.3,2024-05-09,17
WO-0WSQRL1HOXZ7,CA-CA-00000237,,2024-06-26,LANDSCAPING,MEDIUM,COMPLETED,10678.2,7950.77,2024-07-17,21
WO-UK481J37BL7R,CA-CA-00000237,,2024-10-07,HVAC,LOW,COMPLETED,13413.19,1006.81,2024-10-28,21
WO-Y0BA92D4IXE3,CA-CA-00000237,,2024-10-07,HVAC,MEDIUM,COMPLETED,2035.18,7005.01,2024-10-17,10
WO-8HG82XIC9T7Q,CA-CA-00000237,,2024-11-24,GENERAL,LOW,COMPLETED,12680.97,1342.83,2024-12-13,19
WO-4HHTD6RK7I42,CA-CA-00000237,,2024-12-19,LANDSCAPING,HIGH,COMPLETED,6710.57,9549.53,2025-01-09,21
WO-TNPIQ1Z5PX1D,CA-CA-00000237,,2025-01-17,GENERAL,MEDIUM,COMPLETED,419.01,7319.65,2025-01-28,11
WO-JO9X58HWVJEB,CA-CA-00000237,,2025-02-27,HVAC,LOW,DEFERRED,4997.16,,,68
WO-YZ6N2B29MCZF,CA-CA-00000237,,2025-03-04,PLUMBING,HIGH,DEFERRED,1216.33,,,59
WO-4CJ12NY5ZU8Q,CA-CA-00000237,,2025-04-14,ROOFING,LOW,COMPLETED,6119.47,9491.92,2025-04-18,4
WO-BZ0XDY12B9JN,CA-CA-00000237,,2025-05-22,HVAC,LOW,COMPLETED,8853.67,5317.98,2025-05-25,3
WO-LEDWKOG0TAMY,CA-TX-00000238,,2024-03-22,ELEVATOR,MEDIUM,COMPLETED,13036.79,3780.17,2024-04-06,15
WO-G0ITN2H6TWEI,CA-TX-00000238,,2024-03-02,HVAC,LOW,COMPLETED,14684.52,7866.96,2024-03-17,15
WO-EW0NVUCXP4WS,CA-TX-00000238,,2024-04-03,PLUMBING,HIGH,COMPLETED,8688.98,2317.86,2024-04-14,11
WO-ABMK3OC3CGHY,CA-TX-00000238,,2024-08-04,STRUCTURAL,MEDIUM,COMPLETED,13706.51,766.37,2024-08-10,6
WO-7OI3MEB6BRAP,CA-TX-00000238,,2024-08-10,ROOFING,MEDIUM,COMPLETED,3913.72,2393.04,2024-08-29,19
WO-RXOSTGJA4H2K,CA-TX-00000238,,2024-10-16,HVAC,MEDIUM,COMPLETED,6869.65,1920.67,2024-10-28,12
WO-50DI1SGH2AYG,CA-TX-00000238,,2024-11-01,HVAC,MEDIUM,COMPLETED,4604.89,9879.38,2024-11-03,2
WO-RSA5KT9F5YZH,CA-TX-00000238,,2024-12-01,GENERAL,LOW,COMPLETED,10338.87,5932.02,2024-12-14,13
WO-FO20AW9YJ2J5,CA-TX-00000238,,2025-01-20,ELEVATOR,EMERGENCY,COMPLETED,13154.93,6506.77,2025-01-28,8
WO-GKF5AL23JKJ4,CA-TX-00000238,,2025-05-15,PLUMBING,LOW,COMPLETED,6310.97,6213.49,2025-06-05,21
WO-19J3ZGOKQNE5,CA-TX-00000238,,2025-06-25,ELECTRICAL,LOW,DEFERRED,9741.06,,,13
WO-K4W6M9GNTT7X,CA-TX-00000238,,2025-06-04,HVAC,LOW,COMPLETED,2707.53,3639.09,2025-06-21,17
WO-S7SA0RTABONR,CA-CA-00000239,,2024-01-19,HVAC,LOW,DEFERRED,2495.38,,,35
WO-KV8P18JKBQ0B,CA-CA-00000239,,2024-02-09,ROOFING,LOW,COMPLETED,7144.19,1677.66,2024-02-12,3
WO-JYGX4O8HLUSD,CA-CA-00000239,,2024-02-26,HVAC,LOW,COMPLETED,4689.03,3536.64,2024-03-03,6
WO-NQ7RXA2TZL5H,CA-CA-00000239,,2024-03-16,LANDSCAPING,MEDIUM,DEFERRED,3316.2,,,47
WO-A4SEV3ALFY5H,CA-CA-00000239,,2024-03-09,PLUMBING,MEDIUM,COMPLETED,4323.54,9177.98,2024-03-20,11
WO-PZW2AO0AFI5G,CA-CA-00000239,,2024-03-24,ELEVATOR,LOW,OPEN,6262.86,,,76
WO-D0RYM9477JD6,CA-CA-00000239,,2024-04-22,ELECTRICAL,LOW,OPEN,2889.12,,,65
WO-4D8K9SIP4TH2,CA-CA-00000239,,2024-05-06,ROOFING,MEDIUM,OPEN,9807.47,,,30
WO-RRMJDOCVZHS7,CA-CA-00000239,,2024-05-17,GENERAL,MEDIUM,COMPLETED,7548.19,3532.44,2024-05-20,3
WO-8A46863RTSTC,CA-CA-00000239,,2024-05-01,ROOFING,LOW,OPEN,6614.02,,,102
WO-3S98CZL44994,CA-CA-00000239,,2024-06-06,PLUMBING,LOW,COMPLETED,3763.18,11931.24,2024-06-07,1
WO-WXB1LX0H2ZRZ,CA-CA-00000239,,2024-06-04,PLUMBING,HIGH,COMPLETED,12622.14,8344.3,2024-06-11,7
WO-F0ALF2Q0JS1V,CA-CA-00000239,,2024-07-15,GENERAL,MEDIUM,COMPLETED,7961.9,6391.37,2024-07-18,3
WO-MF9DEE75VD38,CA-CA-00000239,,2024-07-10,ELEVATOR,MEDIUM,COMPLETED,2061.22,6635.85,2024-07-28,18
WO-DJAI2PYG71XE,CA-CA-00000239,,2024-07-08,ELEVATOR,MEDIUM,COMPLETED,3331.4,4290.94,2024-07-23,15
WO-RI93HPC3VQNI,CA-CA-00000239,,2024-07-25,LANDSCAPING,LOW,COMPLETED,4188.61,466.15,2024-07-28,3
WO-B1NK8OOSIN9L,CA-CA-00000239,,2024-08-27,STRUCTURAL,HIGH,DEFERRED,9370.92,,,74
WO-TP39T8E4Q1PR,CA-CA-00000239,,2024-08-21,ELEVATOR,LOW,COMPLETED,6351.55,2335.89,2024-08-29,8
WO-FT7KH53FUA8F,CA-CA-00000239,,2024-09-18,PLUMBING,MEDIUM,COMPLETED,9854.29,6253.02,2024-09-19,1
WO-4RJG82L3UD7Y,CA-CA-00000239,,2024-09-16,PLUMBING,LOW,COMPLETED,296.73,10528.66,2024-09-28,12
WO-WWH3NMYUAWMJ,CA-CA-00000239,,2024-10-17,LANDSCAPING,LOW,COMPLETED,5254.29,10784.07,2024-10-18,1
WO-JC2A03WMUHBF,CA-CA-00000239,,2024-10-17,HVAC,LOW,COMPLETED,5727.09,9253.14,2024-11-02,16
WO-HYFA5NDHECGN,CA-CA-00000239,,2024-11-01,LANDSCAPING,HIGH,COMPLETED,9807.15,260.12,2024-11-05,4
WO-9U0E1OXWRPAH,CA-CA-00000239,,2024-11-22,LANDSCAPING,LOW,COMPLETED,6001.56,2725.42,2024-12-10,18
WO-EU1FRWYLNKJM,CA-CA-00000239,,2024-11-25,HVAC,LOW,DEFERRED,1811.53,,,83
WO-WTUXPBELOMPV,CA-CA-00000239,,2024-12-19,LANDSCAPING,MEDIUM,COMPLETED,12848.96,9330.26,2025-01-04,16
WO-BIVGOD1C0GLM,CA-CA-00000239,,2025-01-09,ELEVATOR,LOW,COMPLETED,13113.08,2539.31,2025-01-25,16
WO-J0FDK15131ZC,CA-CA-00000239,,2025-01-09,PLUMBING,MEDIUM,OPEN,8661.84,,,12
