reserve_id,caid,snapshot_date,current_balance,fully_funded_target,percent_funded,annual_contribution,last_study_date,study_type
RF-48XWH8QC2QJ2,CA-NY-00000106,2025-01-01,1108180.6,1634585.21,67.8,113691.99,,STANDARD
RF-2TLWDK8EKZJY,CA-NY-00000106,2025-04-01,1110856.55,1634585.21,67.96,96606.38,2022-01-31,INFORMAL
RF-PO6HFU5O84TE,CA-CA-00000107,2024-01-01,634159.56,823271.35,77.03,31853.76,2021-01-19,INFORMAL
RF-7V4OH538D1KD,CA-CA-00000107,2024-04-01,634475.38,823271.35,77.07,57289.07,,STANDARD
RF-2COQBC3RP9FR,CA-CA-00000107,2024-07-01,607705.25,823271.35,73.82,29555.58,,STANDARD
RF-46S6QWOUGL6J,CA-CA-00000107,2024-10-01,597796.89,823271.35,72.61,34113.96,2021-09-18,STANDARD
RF-CW4RS2SPA5KL,CA-CA-00000107,2025-01-01,644166.51,823271.35,78.24,63886.66,2021-12-08,INFORMAL
RF-YR8V906U0CQA,CA-CA-00000107,2025-04-01,619041.93,823271.35,75.19,56857.23,2023-08-25,INFORMAL
RF-SAQFEX8V6VUA,CA-FL-00000108,2024-01-01,1305531.49,1991729.04,65.55,117702.21,2023-04-05,INFORMAL
RF-D2EANHXX4MWL,CA-FL-00000108,2024-04-01,1294620.78,1991729.04,65.0,143596.32,2023-05-01,STANDARD
RF-VVBTWE4ZWPOZ,CA-FL-00000108,2024-07-01,1372600.25,1991729.04,68.92,150304.95,2023-07-10,STANDARD
RF-IT870ODQGYQU,CA-FL-00000108,2024-10-01,1387070.93,1991729.04,69.64,151024.13,2021-11-21,INFORMAL
RF-KHP2YOGXSGST,CA-FL-00000108,2025-01-01,1355133.59,1991729.04,68.04,82829.61,2022-09-11,INFORMAL
RF-07GN3EI1LMKF,CA-FL-00000108,2025-04-01,1302914.48,1991729.04,65.42,81627.94,2023-06-18,INFORMAL
RF-OOALUT5RZIQ1,CA-AZ-00000109,2024-01-01,845973.93,2522827.26,33.53,145306.83,2022-06-07,STANDARD
RF-N0VLFKW24E24,CA-AZ-00000109,2024-04-01,767613.06,2522827.26,30.43,111519.09,2022-08-05,INFORMAL
RF-69GQ6H3BGVZX,CA-AZ-00000109,2024-07-01,822948.94,2522827.26,32.62,112281.12,2020-12-21,STANDARD
RF-C6R68C62E8FH,CA-AZ-00000109,2024-10-01,807862.31,2522827.26,32.02,181289.29,2022-12-12,INFORMAL
RF-EXU24OE8QYIC,CA-AZ-00000109,2025-01-01,822794.98,2522827.26,32.61,150871.88,2023-10-27,STANDARD
RF-QV901S4D9E0I,CA-AZ-00000109,2025-04-01,797829.92,2522827.26,31.62,82053.18,2024-06-06,STANDARD
RF-O8MIE183T6T7,CA-NC-00000110,2024-01-01,865369.33,1439450.58,60.12,108668.01,2021-02-05,STANDARD
RF-0CZXJ86Y4WWF,CA-NC-00000110,2024-04-01,841868.12,1439450.58,58.49,59691.1,2022-11-06,INFORMAL
RF-DS344KHBXIPO,CA-NC-00000110,2024-07-01,850459.3,1439450.58,59.08,48199.3,,INFORMAL
RF-VLA0SXZX27GY,CA-NC-00000110,2024-10-01,836655.76,1439450.58,58.12,72298.62,2023-04-04,INFORMAL
RF-RIPC36YRSRB0,CA-NC-00000110,2025-01-01,852993.21,1439450.58,59.26,107793.81,2022-04-15,STANDARD
RF-OO2BVVQ9FSOM,CA-NC-00000110,2025-04-01,849217.81,1439450.58,59.0,115155.04,2023-01-02,INFORMAL
RF-3567NA3AJM2Q,CA-NV-00000111,2024-01-01,371469.14,526964.81,70.49,23051.95,2023-03-12,INFORMAL
RF-4Q9AWKSI52PF,CA-NV-00000111,2024-04-01,349202.69,526964.81,66.27,35449.82,,STANDARD
RF-030DAY8RNJV0,CA-NV-00000111,2024-07-01,349400.36,526964.81,66.3,16676.3,2023-04-19,STANDARD
RF-F5PH0PK94XYB,CA-NV-00000111,2024-10-01,375891.39,526964.81,71.33,21957.53,2023-04-22,INFORMAL
RF-TU6R4AT3K3IC,CA-NV-00000111,2025-01-01,364715.83,526964.81,69.21,38946.39,2022-07-02,STANDARD
RF-N1S5E1BGE3NK,CA-NV-00000111,2025-04-01,363189.62,526964.81,68.92,36916.43,2022-03-17,STANDARD
RF-8LQTU1Q3ALJ4,CA-NC-00000112,2024-01-01,1158142.03,4744381.0,24.41,302473.49,2020-02-04,STANDARD
RF-DYNRA9WB61FQ,CA-NC-00000112,2024-04-01,1279002.19,4744381.0,26.96,273996.83,2023-06-09,STANDARD
RF-QIGQPOTMQ9AX,CA-NC-00000112,2024-07-01,1145109.79,4744381.0,24.14,230708.63,2022-01-10,INFORMAL
RF-JUDGBMBPJVP0,CA-NC-00000112,2024-10-01,1009953.96,4744381.0,21.29,314911.11,2022-08-21,INFORMAL
RF-U2ZPA1P4QLZ9,CA-NC-00000112,2025-01-01,1146014.71,4744381.0,24.16,318540.74,,INFORMAL
RF-331L3DYHMVZ7,CA-NC-00000112,2025-04-01,897194.0,4744381.0,18.91,172832.35,2021-09-05,INFORMAL
RF-7LKBTP77APBS,CA-FL-00000113,2024-01-01,1302528.02,2666159.98,48.85,175039.32,2022-03-03,STANDARD
RF-SSST42L25H5F,CA-FL-00000113,2024-04-01,1334619.87,2666159.98,50.06,116233.5,2021-11-20,INFORMAL
RF-D9CB6BVD47DA,CA-FL-00000113,2024-07-01,1337010.21,2666159.98,50.15,197033.85,2020-11-30,STANDARD
RF-QHFPH9OZXWDJ,CA-FL-00000113,2024-10-01,1267843.07,2666159.98,47.55,151884.72,2021-03-15,STANDARD
RF-VK3LAS4PSRR2,CA-FL-00000113,2025-01-01,1228433.68,2666159.98,46.08,154201.21,2021-08-14,INFORMAL
RF-TB3BC6U67Z2O,CA-FL-00000113,2025-04-01,1268961.58,2666159.98,47.6,110808.23,2022-08-31,STANDARD
RF-V2QLJJLJ2K3F,CA-TX-00000114,2024-01-01,679740.9,1976709.47,34.39,104267.62,,INFORMAL
RF-DCJCNNBBKYEI,CA-TX-00000114,2024-04-01,618160.91,1976709.47,31.27,83321.32,2021-02-16,STANDARD
RF-2019H64R9WOU,CA-TX-00000114,2024-07-01,597350.4,1976709.47,30.22,76403.2,2021-07-08,INFORMAL
RF-B4E9ZRJYKQAK,CA-TX-00000114,2024-10-01,607728.18,1976709.47,30.74,143169.58,2024-03-23,INFORMAL
RF-R027OPRQQ1CR,CA-TX-00000114,2025-01-01,556379.0,1976709.47,28.15,140401.02,2023-08-28,STANDARD
RF-CODV3NVTCRJA,CA-TX-00000114,2025-04-01,561583.05,1976709.47,28.41,140707.3,2022-12-12,INFORMAL
RF-3CIGDMK2XHUE,CA-WA-00000115,2024-01-01,972385.94,1837476.99,52.92,118760.18,2020-02-16,INFORMAL
RF-UI1SXU10U7WK,CA-WA-00000115,2024-04-01,956123.81,1837476.99,52.03,115077.88,2021-04-04,INFORMAL
RF-81WEPL6MHC3L,CA-WA-00000115,2024-07-01,994257.81,1837476.99,54.11,114343.23,2022-09-01,STANDARD
RF-FPTXGZ5CU90L,CA-WA-00000115,2024-10-01,1006634.63,1837476.99,54.78,91466.98,2022-08-23,STANDARD
RF-YJ07YI95CDVG,CA-WA-00000115,2025-01-01,988257.54,1837476.99,53.78,125932.5,2022-04-29,STANDARD
RF-A89N7CF6BCS6,CA-WA-00000115,2025-04-01,990382.43,1837476.99,53.9,90634.28,2024-09-09,STANDARD
RF-0QPC963HV9IM,CA-NC-00000116,2024-01-01,553353.63,1956298.72,28.29,117291.3,2020-04-06,STANDARD
RF-Y5PCY8SB49D4,CA-NC-00000116,2024-04-01,633262.88,1956298.72,32.37,72164.68,2023-04-07,STANDARD
RF-JN7QHNREWP8W,CA-NC-00000116,2024-07-01,573869.26,1956298.72,29.33,122071.41,2022-07-17,STANDARD
RF-GSC3HN7ID0E7,CA-NC-00000116,2024-10-01,570108.67,1956298.72,29.14,150129.81,2022-04-16,STANDARD
RF-98KKNH0SU8PB,CA-NC-00000116,2025-01-01,610575.51,1956298.72,31.21,127110.25,2023-11-05,INFORMAL
RF-T75NOZVHNXET,CA-NC-00000116,2025-04-01,582053.72,1956298.72,29.75,125648.7,2022-11-13,INFORMAL
RF-5K9RQ4D37T0G,CA-CO-00000117,2024-01-01,175971.57,364948.78,48.22,24294.98,2021-06-17,STANDARD
RF-2NO7SOPKNP9Q,CA-CO-00000117,2024-04-01,159502.24,364948.78,43.71,17111.91,2020-10-13,INFORMAL
RF-LRWNC9W5MFAA,CA-CO-00000117,2024-07-01,167009.37,364948.78,45.76,28035.26,2022-09-03,INFORMAL
RF-7YH8G2SCHL14,CA-CO-00000117,2024-10-01,161147.41,364948.78,44.16,26129.6,2022-05-30,STANDARD
RF-O1VO3R0FHYM9,CA-CO-00000117,2025-01-01,161210.8,364948.78,44.17,21913.56,2024-01-21,INFORMAL
RF-PNLL5JOCSSHV,CA-CO-00000117,2025-04-01,167012.81,364948.78,45.76,14369.63,,INFORMAL
RF-ELS04AMRPO88,CA-GA-00000118,2024-01-01,2720903.09,3538167.7,76.9,110093.57,2021-09-21,STANDARD
RF-VL1CCR25JP3G,CA-GA-00000118,2024-04-01,2763407.69,3538167.7,78.1,266881.21,2021-10-26,STANDARD
RF-20NJNR3NU9EH,CA-GA-00000118,2024-07-01,2701270.74,3538167.7,76.35,190036.6,2021-04-15,INFORMAL
RF-FGJIX7FAL2MK,CA-GA-00000118,2024-10-01,672605.68,3538167.7,19.01,235333.52,2023-06-23,STANDARD
RF-XF2UCV57Y00W,CA-GA-00000118,2025-01-01,673313.31,3538167.7,19.03,128807.89,,INFORMAL
RF-KDX7WYJUKF6D,CA-GA-00000118,2025-04-01,664467.89,3538167.7,18.78,267606.18,2024-04-28,STANDARD
RF-4WB1GHKLMDB9,CA-TX-00000119,2024-01-01,1339399.4,4212630.75,31.79,187371.41,2022-08-21,INFORMAL
RF-L5VGRMBLHHSV,CA-TX-00000119,2024-04-01,1348790.7,4212630.75,32.02,288659.0,2020-06-08,INFORMAL
RF-8OF1H2VK4YIU,CA-TX-00000119,2024-07-01,1298940.98,4212630.75,30.83,306433.36,2020-08-21,INFORMAL
RF-HTKMBQGIETSD,CA-TX-00000119,2024-10-01,1289518.59,4212630.75,30.61,278488.4,2023-01-04,STANDARD
RF-O5EIWEZ2DF6B,CA-TX-00000119,2025-01-01,1275300.78,4212630.75,30.27,233821.61,2023-09-18,STANDARD
RF-CWHVBCPUUIPC,CA-TX-00000119,2025-04-01,1231788.7,4212630.75,29.24,216234.96,2023-04-10,STANDARD
RF-WMXOZEDMWJ6I,CA-CA-00000120,2024-01-01,1042333.19,1661025.53,62.75,58561.46,2021-06-22,STANDARD
RF-6DI61CI7WQG3,CA-CA-00000120,2024-04-01,1060181.78,1661025.53,63.83,69880.36,2021-01-11,STANDARD
RF-VR89D1RXTJZO,CA-CA-00000120,2024-07-01,1053589.06,1661025.53,63.43,75522.73,2021-10-13,INFORMAL
RF-13JPICCHAKUC,CA-CA-00000120,2024-10-01,1106477.03,1661025.53,66.61,66273.39,2023-09-28,STANDARD
RF-KH8T26MF9K4K,CA-CA-00000120,2025-01-01,1085306.33,1661025.53,65.34,113265.72,2021-07-10,INFORMAL
RF-V6F2H1U1HICJ,CA-CA-00000120,2025-04-01,1098027.36,1661025.53,66.11,113026.85,,INFORMAL
RF-A48ZR2GKDUDR,CA-NC-00000121,2024-01-01,3235001.09,4058219.62,79.71,300210.47,2020-04-26,INFORMAL
RF-IY0ASBHT1FUR,CA-NC-00000121,2024-04-01,3190820.12,4058219.62,78.63,212927.22,2022-07-31,STANDARD
RF-D6NRJWIZ0CVN,CA-NC-00000121,2024-07-01,3117091.19,4058219.62,76.81,287957.93,2023-07-17,STANDARD
RF-4NWKCBFLVA88,CA-NC-00000121,2024-10-01,3236596.82,4058219.62,79.75,234854.05,,INFORMAL
RF-Q553AL9CS4YH,CA-NC-00000121,2025-01-01,3188849.14,4058219.62,78.58,320863.56,2022-08-22,INFORMAL
RF-HIEHPRN39WHR,CA-NC-00000121,2025-04-01,3212553.62,4058219.62,79.16,310301.17,2023-10-07,INFORMAL
RF-L5POBYDFNWAW,CA-IL-00000122,2024-01-01,1524460.53,3150115.83,48.39,109603.37,2020-07-01,INFORMAL
RF-R8HKG4IQTR83,CA-IL-00000122,2024-04-01,1457504.27,3150115.83,46.27,228683.43,2021-12-16,INFORMAL
RF-PS2WMWP89ZQY,CA-IL-00000122,2024-07-01,1461641.7,3150115.83,46.4,120883.9,2021-06-16,STANDARD
RF-M6YKDH6ER0FF,CA-IL-00000122,2024-10-01,1518031.07,3150115.83,48.19,153327.45,2021-08-20,INFORMAL
RF-HEU10WH9VWF2,CA-IL-00000122,2025-01-01,1439524.12,3150115.83,45.7,249992.71,2023-11-30,STANDARD
RF-9K48Z46FFCLV,CA-IL-00000122,2025-04-01,1541631.81,3150115.83,48.94,206254.48,,STANDARD
RF-L3SE4D293XKH,CA-NY-00000123,2024-01-01,3057871.65,4124179.4,74.14,279049.92,2020-02-25,STANDARD
RF-AF0C37N87SX8,CA-NY-00000123,2024-04-01,3229897.63,4124179.4,78.32,258417.35,2021-02-28,INFORMAL
RF-WVH7ZA4G065W,CA-NY-00000123,2024-07-01,3223370.09,4124179.4,78.16,144433.72,2022-08-21,INFORMAL
RF-CPHSF4U0O85V,CA-NY-00000123,2024-10-01,3296074.9,4124179.4,79.92,274840.29,2023-07-31,STANDARD
RF-2HNV9AVG5LT0,CA-NY-00000123,2025-01-01,3274428.85,4124179.4,79.4,224684.88,2024-05-16,STANDARD
RF-JGFABXUI6195,CA-NY-00000123,2025-04-01,3240715.5,4124179.4,78.58,327230.47,2024-02-22,STANDARD
RF-YG07YVBU0IO1,CA-VA-00000124,2024-01-01,1431237.65,2602492.25,54.99,204998.16,2021-03-27,INFORMAL
RF-CJ8Z5Q4DEVRH,CA-VA-00000124,2024-04-01,1416605.25,2602492.25,54.43,177049.52,2020-04-27,STANDARD
RF-6AA52JVDJ1OU,CA-VA-00000124,2024-07-01,1437555.2,2602492.25,55.24,185649.79,2021-12-05,STANDARD
RF-N90P8L6NQOMK,CA-VA-00000124,2024-10-01,1493603.84,2602492.25,57.39,157479.5,2022-04-26,STANDARD
RF-6UU0SVLN0KZ7,CA-VA-00000124,2025-01-01,1546225.95,2602492.25,59.41,198509.32,2024-03-01,STANDARD
RF-S876HM11NLBS,CA-VA-00000124,2025-04-01,1506854.16,2602492.25,57.9,138409.41,,INFORMAL
RF-QLD12OJ2UCBC,CA-TX-00000125,2024-01-01,2166979.01,3847871.27,56.32,282696.0,2020-02-12,INFORMAL
RF-XX49E0M57UF2,CA-TX-00000125,2024-04-01,2225776.14,3847871.27,57.84,221312.03,2021-02-18,INFORMAL
RF-1O8C9IBRS390,CA-TX-00000125,2024-07-01,2136904.88,3847871.27,55.53,126395.15,2022-06-02,INFORMAL
RF-MYCIXY6T205K,CA-TX-00000125,2024-10-01,2179756.64,3847871.27,56.65,158895.8,2020-10-30,STANDARD
RF-W67L52E1MKID,CA-TX-00000125,2025-01-01,2203731.11,3847871.27,57.27,245902.23,2024-04-07,STANDARD
RF-RIEGN5G90I9X,CA-TX-00000125,2025-04-01,2172972.01,3847871.27,56.47,284354.96,2022-08-27,INFORMAL
RF-7HSAP6OL53RE,CA-IL-00000126,2024-01-01,293836.73,1335328.88,22.0,69085.76,2022-04-19,INFORMAL
RF-S2CAVAFEU7QO,CA-IL-00000126,2024-04-01,289973.91,1335328.88,21.72,74047.98,2021-08-04,INFORMAL
RF-JZ3S278JQOYQ,CA-IL-00000126,2024-07-01,249105.67,1335328.88,18.66,57659.56,2022-10-07,STANDARD
RF-GO8IITJQ37D0,CA-IL-00000126,2024-10-01,243431.2,1335328.88,18.23,92932.0,2021-07-10,INFORMAL
RF-N5T33B1NRGDB,CA-IL-00000126,2025-01-01,251974.1,1335328.88,18.87,93617.28,2022-10-05,INFORMAL
RF-Y2SM4GDNRJZ1,CA-IL-00000126,2025-04-01,215348.4,1335328.88,16.13,95149.14,2023-09-19,INFORMAL
RF-D0UAJMOIL407,CA-FL-00000127,2024-01-01,1790920.46,1987171.27,90.12,125677.66,2023-05-22,STANDARD
RF-8E4XGYB10IXT,CA-FL-00000127,2024-04-01,1817478.63,1987171.27,91.46,105380.67,2022-12-30,STANDARD
RF-GOFYX2LEC2QH,CA-FL-00000127,2024-07-01,1846528.28,1987171.27,92.92,140367.95,2021-11-10,STANDARD
RF-O6XL29DAXBZU,CA-FL-00000127,2024-10-01,1784400.66,1987171.27,89.8,147870.15,2022-12-25,STANDARD
RF-N4SXZ50D15NE,CA-FL-00000127,2025-01-01,1782141.95,1987171.27,89.68,67544.09,2022-07-18,INFORMAL
RF-VDEGDEKW07OT,CA-FL-00000127,2025-04-01,1797099.96,1987171.27,90.44,123515.36,2023-07-02,STANDARD
RF-4RG2073TMPQ9,CA-IL-00000128,2024-01-01,568137.62,1055562.27,53.82,33973.18,2020-03-13,STANDARD
RF-VI60NMWSDL6H,CA-IL-00000128,2024-04-01,614213.83,1055562.27,58.19,65012.63,2023-04-20,INFORMAL
RF-C1RK1B193DVN,CA-IL-00000128,2024-07-01,561608.08,1055562.27,53.2,56174.76,2021-04-11,INFORMAL
RF-ICRKVK47DYI5,CA-IL-00000128,2024-10-01,570297.45,1055562.27,54.03,82377.11,2024-02-10,STANDARD
RF-I1FMSUAZH9W5,CA-IL-00000128,2025-01-01,588625.58,1055562.27,55.76,83800.54,2022-10-02,STANDARD
RF-TAPLFVR8JCKY,CA-IL-00000128,2025-04-01,592805.34,1055562.27,56.16,53273.69,2023-04-26,INFORMAL
RF-VF1PBQPPTI5S,CA-NV-00000129,2024-01-01,2163243.99,2240528.97,96.55,140106.14,2020-10-22,INFORMAL
RF-9G8TIOU51L08,CA-NV-00000129,2024-04-01,2166012.04,2240528.97,96.67,116224.79,2021-02-26,STANDARD
RF-ILLX1635GF20,CA-NV-00000129,2024-07-01,2160471.14,2240528.97,96.43,137494.64,2023-04-06,INFORMAL
RF-VJY1WHCDAV4S,CA-NV-00000129,2024-10-01,2175678.75,2240528.97,97.11,131677.68,2024-02-13,INFORMAL
RF-MEICUC3F5T7E,CA-NV-00000129,2025-01-01,2139957.55,2240528.97,95.51,84187.78,2021-05-17,INFORMAL
RF-VRN90JTXOI4D,CA-NV-00000129,2025-04-01,2139945.9,2240528.97,95.51,171948.72,2021-10-29,STANDARD
RF-3U4TRY8GWBM2,CA-NV-00000130,2024-01-01,834272.19,1196874.56,69.7,95380.36,,STANDARD
RF-M9R00YZDYDYX,CA-NV-00000130,2024-04-01,833978.18,1196874.56,69.68,51702.75,2023-03-02,INFORMAL
RF-G4XYJ2M72PPC,CA-NV-00000130,2024-07-01,859404.86,1196874.56,71.8,91522.49,2022-12-15,INFORMAL
RF-9OMKA4CJZ7D3,CA-NV-00000130,2024-10-01,868840.74,1196874.56,72.59,70621.66,2022-07-08,STANDARD
RF-MN4VKYK5QGG7,CA-NV-00000130,2025-01-01,858064.71,1196874.56,71.69,41498.51,2021-03-31,INFORMAL
RF-E84T62ADN66W,CA-NV-00000130,2025-04-01,887791.3,1196874.56,74.18,37841.22,2022-06-15,STANDARD
RF-HUMIMOGJTG50,CA-FL-00000131,2024-01-01,544154.95,2133167.91,25.51,116457.11,2022-10-02,SIRS
RF-AS1O4JG6EO27,CA-FL-00000131,2024-04-01,521015.54,2133167.91,24.42,152180.53,2021-02-21,SIRS
RF-IUJAFB8DYYVR,CA-FL-00000131,2024-07-01,477828.03,2133167.91,22.4,65673.12,2021-05-11,SIRS
RF-FONBTCF7EAVB,CA-FL-00000131,2024-10-01,528507.49,2133167.91,24.78,105034.93,2022-10-30,SIRS
RF-XD0THFKML8KX,CA-FL-00000131,2025-01-01,520857.94,2133167.91,24.42,83397.28,2024-04-21,SIRS
RF-J9L46MK15KR2,CA-FL-00000131,2025-04-01,566780.69,2133167.91,26.57,135155.44,2023-11-20,SIRS
RF-GXAYEFA70JK1,CA-VA-00000132,2024-01-01,3150965.83,4144183.14,76.03,309304.6,2020-09-02,INFORMAL
RF-2UPHZEE9X65R,CA-VA-00000132,2024-04-01,3346464.32,4144183.14,80.75,175032.54,,INFORMAL
RF-J04SZXG67AS8,CA-VA-00000132,2024-07-01,3323688.37,4144183.14,80.2,290458.68,2020-10-16,INFORMAL
RF-LOJ01EGQKMEN,CA-VA-00000132,2024-10-01,3300547.09,4144183.14,79.64,190009.84,2020-11-06,INFORMAL
RF-WYC4HND6XGO3,CA-VA-00000132,2025-01-01,3266860.15,4144183.14,78.83,254142.44,2023-11-28,STANDARD
RF-JR4L1L2BDEER,CA-VA-00000132,2025-04-01,3237874.38,4144183.14,78.13,231038.25,2024-02-24,INFORMAL
RF-M1SB42OC9YI4,CA-IL-00000133,2024-01-01,2361151.09,3515362.73,67.17,267425.53,2021-12-11,INFORMAL
RF-A8I55IO0ULQ9,CA-IL-00000133,2024-04-01,2417177.41,3515362.73,68.76,255446.19,2023-01-30,STANDARD
RF-YN1D5BP70AZU,CA-IL-00000133,2024-07-01,2413239.71,3515362.73,68.65,262907.4,2022-12-31,INFORMAL
RF-59O8PCRMQHUM,CA-IL-00000133,2024-10-01,2320148.0,3515362.73,66.0,272979.77,2023-08-18,STANDARD
RF-ETRL2RZXJUAB,CA-IL-00000133,2025-01-01,2300948.77,3515362.73,65.45,243403.61,2021-08-14,STANDARD
RF-1SGFQVF3NQ9X,CA-IL-00000133,2025-04-01,2381477.14,3515362.73,67.74,257676.01,2023-04-08,INFORMAL
RF-AP4WJIVCI4OC,CA-GA-00000134,2024-01-01,514765.24,2743442.39,18.76,113593.35,2023-01-27,INFORMAL
RF-UBFRZUOI2340,CA-GA-00000134,2024-04-01,487161.95,2743442.39,17.76,95111.74,2022-07-07,STANDARD
RF-3L9UWOK06IX7,CA-GA-00000134,2024-07-01,465827.54,2743442.39,16.98,176062.74,2021-09-10,INFORMAL
RF-C48W1J7PO8Q5,CA-GA-00000134,2024-10-01,411150.74,2743442.39,14.99,193525.3,2023-08-06,INFORMAL
RF-T6AD1HKRMXSH,CA-GA-00000134,2025-01-01,489680.54,2743442.39,17.85,130475.34,2022-03-19,STANDARD
RF-OM7IT7JRIZT5,CA-GA-00000134,2025-04-01,438393.21,2743442.39,15.98,158746.26,2024-03-02,INFORMAL
RF-FM0MIBICE4AE,CA-IL-00000135,2024-01-01,109550.3,3287555.67,3.33,259186.51,2020-07-03,INFORMAL
RF-JLBIG0XVOEWM,CA-IL-00000135,2024-04-01,213671.16,3287555.67,6.5,177969.07,2021-04-11,STANDARD
RF-I40P9L3QQZ7T,CA-IL-00000135,2024-07-01,266260.54,3287555.67,8.1,182101.33,2022-09-19,INFORMAL
RF-N2Y4U3TOHK4A,CA-IL-00000135,2024-10-01,224624.02,3287555.67,6.83,258499.32,2023-12-31,INFORMAL
RF-SG9KS91SGB1T,CA-IL-00000135,2025-01-01,83997.74,3287555.67,2.56,165195.84,2022-08-05,INFORMAL
RF-M5WBU6Z3NYEC,CA-IL-00000135,2025-04-01,40678.48,3287555.67,1.24,149652.71,2021-05-08,INFORMAL
RF-UKIH3Z6K0IAY,CA-FL-00000136,2024-01-01,1066009.15,1438071.01,74.13,60014.54,2022-11-19,STANDARD
RF-GZC1BFJ4ZRYF,CA-FL-00000136,2024-04-01,1099807.64,1438071.01,76.48,45784.59,2020-10-21,INFORMAL
RF-ZU7HQ9260YTX,CA-FL-00000136,2024-07-01,1115575.12,1438071.01,77.57,114478.28,2020-08-16,INFORMAL
RF-87MGQ3NY5RCW,CA-FL-00000136,2024-10-01,1131268.5,1438071.01,78.67,112592.99,2022-08-05,INFORMAL
RF-2513LLAQ7YG2,CA-FL-00000136,2025-01-01,1108394.09,1438071.01,77.08,97282.06,2022-12-17,STANDARD
RF-07CHY84QTXCS,CA-FL-00000136,2025-04-01,1111913.35,1438071.01,77.32,56509.44,2023-01-22,INFORMAL
RF-A4RADS5QPB5L,CA-CA-00000137,2024-01-01,256759.59,2939158.79,8.74,114875.85,2022-03-11,INFORMAL
RF-DI15OOEVZHS6,CA-CA-00000137,2024-04-01,250898.97,2939158.79,8.54,90637.01,2022-06-21,STANDARD
RF-BSW2A531CH54,CA-CA-00000137,2024-07-01,244749.27,2939158.79,8.33,200470.18,2021-02-07,STANDARD
RF-LNUQBXFB3C4X,CA-CA-00000137,2024-10-01,236499.89,2939158.79,8.05,156934.95,2021-01-30,STANDARD
RF-JVKDXMVNJMFX,CA-CA-00000137,2025-01-01,128481.53,2939158.79,4.37,210126.05,2023-06-07,STANDARD
RF-R5J8LAJMOYDI,CA-CA-00000137,2025-04-01,197369.57,2939158.79,6.72,148421.11,2022-09-02,STANDARD
RF-86W88NYRTXK2,CA-FL-00000138,2024-01-01,1053947.79,1579788.99,66.71,116956.14,2023-02-28,INFORMAL
RF-TTEPATX4TVGQ,CA-FL-00000138,2024-04-01,1043066.73,1579788.99,66.03,79258.49,2022-04-25,INFORMAL
RF-R4T0W2L09N4G,CA-FL-00000138,2024-07-01,1009645.61,1579788.99,63.91,87641.94,2021-10-25,INFORMAL
RF-G1ORK3LCLIH6,CA-FL-00000138,2024-10-01,1094360.67,1579788.99,69.27,123306.01,,INFORMAL
RF-YICPT3S58IL2,CA-FL-00000138,2025-01-01,1097191.62,1579788.99,69.45,79263.71,2024-01-31,STANDARD
RF-G14N2US023A0,CA-FL-00000138,2025-04-01,1079383.33,1579788.99,68.32,106396.8,2023-02-08,INFORMAL
RF-YAJVPI0MZS7D,CA-OH-00000139,2024-01-01,454801.5,635394.66,71.58,28870.27,2021-03-02,INFORMAL
RF-ABEOIS0JI61A,CA-OH-00000139,2024-04-01,437533.21,635394.66,68.86,44344.38,2021-03-18,INFORMAL
RF-Z0GOBRP7BQD0,CA-OH-00000139,2024-07-01,449924.93,635394.66,70.81,25654.74,2023-10-18,INFORMAL
RF-BEUGCDM7RA4B,CA-OH-00000139,2024-10-01,465078.94,635394.66,73.2,28991.73,2024-03-22,INFORMAL
RF-NHYBD21WWEFD,CA-OH-00000139,2025-01-01,448095.91,635394.66,70.52,35527.74,2023-11-08,STANDARD
RF-VJJMQ9HYK69H,CA-OH-00000139,2025-04-01,465389.9,635394.66,73.24,23689.88,2021-09-07,INFORMAL
RF-7MTV5S9MU1HT,CA-MA-00000140,2024-01-01,2469403.19,4537620.53,54.42,343209.85,2022-02-10,STANDARD
RF-IBWIF3NC8D6U,CA-MA-00000140,2024-04-01,2453380.53,4537620.53,54.07,198370.7,2021-07-31,INFORMAL
RF-VOB7T09J0N6L,CA-MA-00000140,2024-07-01,2364024.09,4537620.53,52.1,223252.89,2022-11-24,INFORMAL
RF-8563RJPAWUSJ,CA-MA-00000140,2024-10-01,2571384.58,4537620.53,56.67,326688.02,2022-11-29,STANDARD
RF-W952DT13VHXZ,CA-MA-00000140,2025-01-01,2460258.42,4537620.53,54.22,208667.42,2023-02-07,STANDARD
RF-XY51V6IBHUA9,CA-MA-00000140,2025-04-01,2473259.1,4537620.53,54.51,307846.1,2021-05-06,STANDARD
RF-4UCHEH7EYG8P,CA-WA-00000141,2024-01-01,2648142.16,3572305.13,74.13,203030.09,2022-04-22,INFORMAL
RF-55WCAZDI2NTC,CA-WA-00000141,2024-04-01,2546449.75,3572305.13,71.28,204176.88,2023-01-22,INFORMAL
RF-UJY5CUY5O3J7,CA-WA-00000141,2024-07-01,2618476.45,3572305.13,73.3,190493.08,2022-02-21,STANDARD
RF-ENJ8QMF0WI6L,CA-WA-00000141,2024-10-01,2652438.53,3572305.13,74.25,188797.02,2024-03-27,INFORMAL
RF-GZMUJP6VRD74,CA-WA-00000141,2025-01-01,2680889.57,3572305.13,75.05,198180.66,2021-04-04,STANDARD
